,Coffee,SoybeanOil,Corn,Cotton,HRWWheat,LeanHogs,LiveCattle,Soybeans,Sugar,Brent,NaturalGas,WTI,Gasoline,HeatingOil,Gold,Silver,Copper,Aluminium,Nickel,Zinc,Platinum
cny_10y,-0.2464599920575923,1.1726729085270888,0.31568428483235866,1.0242686227040216,0.5900231773259953,0.9489440042533693,0.03978465587205784,0.46002518175445006,-0.09351199925897793,0.44107551637361986,0.9671139698862541,0.4334652641741122,0.2866615712868946,0.5822842854933529,-1.5006099258453969,-1.6541632525226146,-0.10989686302684148,-0.4931739946489213,0.14651397210008948,-1.3875895062545436,-0.0988775417667892
hy_oas,1.1944876162328684,-0.8911181580285791,-0.5565040080543711,-0.07146912777976312,0.4248443518350496,-0.18263506023547843,0.47796397235806387,0.32770878869307535,-1.4740734853212927,-0.8125914840696886,0.24916431305354,-0.9042901943304879,-2.5599919964608353,-0.6474830864617348,-0.06799668167338632,-0.7031965306916815,-1.0364191820938846,-1.7110683602347565,0.4738327027459902,-2.6843035621283495,-0.8822193442806241
ig_oas,2.0873563908111894,-0.48519459745376714,-0.04504131883199874,-0.9472353961818861,1.6129437936604976,0.7244083477457189,0.6070518649024594,1.0236942209366195,-0.9756131613743597,-0.9571183144757432,0.39241778315837433,-0.9329104606010616,-3.053293313053469,-0.35884037509218975,-0.12332003855691531,-0.6283199224560069,-2.422386080376462,-2.5843912643149802,0.02486667665795069,-3.576459067994404,-1.4018092828023232
vix,-1.7350099170355786,-0.7184341198993065,1.8449215583045242,-1.6546261687097918,0.5173745479614156,-0.12184787841112484,-1.3242859405095806,0.17809853476932652,-2.4603314614579164,-0.0962497221752929,0.7386873549100518,0.3103779799200465,0.9420885121367102,0.07298064631324339,-2.5136049150137088,-3.4242162887149394,-2.19118745400275,-3.133700840430124,-1.2230070223970377,-4.354001823604743,-2.2190792341260503
move,0.5256706251183654,-0.6548811834314198,0.677204756399831,-0.16312156694587637,-0.25647414726876744,-0.20066590055527597,-0.11479056416512981,0.6304085765835405,-1.2249894619081372,-0.8282270050767098,1.0742077875707619,-0.27863586189620543,-0.6082825632454293,-0.21322890697000338,-2.620605156709842,-2.344770007757261,-0.7287701717799503,-2.1205675643769695,0.3700718045614266,-2.032085262795083,-2.0109073132216704
ovx,-0.14727368509270797,1.1861228886468007,0.7590712605324533,0.06188927472241261,3.158623955975848,-2.1772754557145317,1.9938218388600624,1.9288212371348614,-0.4653401183920893,-0.6142039335637243,2.130822759661313,-0.6680837469686245,-2.0175628558772645,0.22260195268304278,-1.2389906890596332,-1.7206508684757524,-2.2195431926695495,-0.5202318171481555,-0.3789080454059419,-1.9536730701003393,-0.9087981570997341
gvz,0.7545740887587742,0.009283575715815838,0.047462730537479444,-1.5755547264733865,-0.3252787792339455,-0.4487502836885471,-1.3496982051273216,-0.30670290893193297,-1.042004651153912,-0.1461163082205812,0.8269275627163415,0.07644196376302836,-0.039783240710463616,0.6174404858248826,-1.4618985063890355,-1.7850011225973674,-0.872885213612713,-0.47426134078812543,0.49943194956792514,-1.4169171233669329,-2.2230493578835553
spx,1.0229275476586017,1.3182113799076773,-1.1376048638994527,1.2691765384056801,-0.7307159117885047,-0.7821757774140446,0.44269385413948664,0.04064266944264325,3.1254873751200924,-0.12726507408582705,-0.5512393149033914,-0.29926590038230494,0.5393616955320997,-0.27471695267105867,0.8461439238289004,2.26778073428314,2.090350073435369,3.991246980630014,0.9295435144206309,4.570244274112885,1.8713731787820276
mxwo,0.874901666168643,1.4114050242113574,-0.8176177082257647,1.3565772484298777,-0.14057719061924406,-0.28079523852627664,0.5944077931639737,-0.11769338690474845,3.007155945792854,0.2551413379802909,-0.5080303646950413,0.05895946730836792,0.7935060746203437,-0.025548102349698034,1.0855886712073162,2.7469647872785394,2.011288013138359,3.7371834352417626,0.4142495009655249,4.524767909980269,2.3724840899565582
mxef,-0.27458434380123903,1.3573728581176316,0.6944874351843833,1.587917511193047,1.481360571622305,-0.08056081740435526,-0.605616266038525,0.2779639508668167,1.4623905771760342,2.6959294961953875,0.4995661640415579,2.0921369693803658,1.139056972710797,1.3977201963676917,1.0646305815215082,1.6748900932166564,0.44498309581830225,1.4388727151134133,-0.3107253240290283,3.2921565732329228,1.98863916542882
csi300,-0.44124534125821147,0.1352967993307429,-0.5376703899729108,1.34589358640292,-0.045776291818397055,-0.4875450233127212,-1.3803811020969725,-0.5928300260104031,0.728268039868157,1.206207036846738,1.5433500868166488,1.3488677449317903,1.0367729624698823,1.3042931925125534,1.299039668931277,0.054213542742718356,-1.4745155029965349,0.5839994208765334,-1.8327225407389713,-0.3281789131316022,0.24831207380173992
shcomp,-0.43558373277511475,-0.1421375334198987,-1.3350032081417809,0.984843361317579,-0.017413759148408734,-0.7412882626857668,-1.3953265390371599,-1.0519905572428119,0.39069055105590433,0.6292237521566414,1.4772879770542053,0.641406167710994,0.5095508689607499,0.6315835091547122,1.5448174975892455,0.25791961284819087,-1.7321892993893342,0.6482322018575774,-1.9376280891472792,-0.5607276913403714,0.16096162477009365
hscei,0.06990354226252374,0.3209380502411272,0.46975195633137784,1.1419763119977093,0.9243323466076718,0.012723288189649497,-0.8873274865083004,-0.7007861715370418,0.5698040622546271,1.7831834048978008,1.3171666593927263,1.2792452721289207,0.6973942562513782,0.8623518719827056,1.4728971505055428,1.0388646753845316,0.5013401176380492,0.32109733378316324,-0.6704096960279347,2.073145957496072,1.7507158984101014
xle,-0.12085170756653427,2.198676703762342,0.8996931225392992,1.967400368454854,0.08666478316624276,0.23982371218784324,0.5978820477124219,1.1341055736434622,2.727880317305953,0.7043643862151949,-1.2644233494706516,0.42958924060222503,0.5849884969777598,0.018739703071642157,1.1313272352932968,2.469355076835393,1.2073432573926681,3.195754596278117,0.8001339652827536,2.6795427056040344,2.742396143383835
bdiy,-0.5979437412465537,-1.233832995380427,-0.8766669515115412,-0.815248162342739,-0.6040676303060593,-0.9804650648296839,-1.636619150248219,-1.31771534967583,-2.0437731367840066,1.0773878799124381,1.543095399361519,0.8886037976372311,1.5321167573902896,0.9200672452178702,-1.4141722634114087,-0.8736809693635503,-0.8580747820289308,-1.4325529890388191,-0.6575567782196385,-2.3049143834370676,-1.741093351039001
bdti,-1.203324506876319,0.11902933723175432,0.2661319912163129,-0.216046083783576,0.9609360506123702,-1.2723584350528057,-0.987623635886109,0.13252742291753306,-1.2856110287194282,-0.7111155853408305,0.5698798285664132,-0.32792358223477663,-0.39180166960645585,-0.3185407080753078,-0.8705633455771727,-0.6745128378229583,0.8824483938589024,0.02112216721343001,-0.10090667765423204,0.8125130427596841,-0.9198604680823199
gpr,-1.9820205997290103,0.9576944860651859,0.3783631912600499,0.08613160055746825,0.990950074012356,-1.460327126276961,0.6988037420821014,0.3549014401670517,-0.9934093787012553,-0.32154474218656154,0.8003373539405347,-0.1734153354051568,0.5419726023286412,0.6589735749233242,-0.18983297478971672,-0.22175167622459935,0.5162635145947705,1.2933784215723034,0.6787048156622537,1.2512959982316976,-0.10332565710330016
epu,-0.40292172035221174,2.267614090462179,-0.909555500226615,0.6989154167203196,0.2310423595012009,0.21630502596133144,1.8242757198963286,1.2486645891253878,-0.9723217914625396,1.9278948245696759,-0.3325088946585406,1.687702741476786,1.382037578071073,2.0360692216677023,2.8861828609934475,2.9603577994114705,1.8343526700596668,0.4010188592420411,1.935142057406448,0.7652729416403588,2.910829889306518
